scientific name,kingdom,phylum,class,order,family,genus,taxon rank,nomenclatural code,location,country code,occurrence status,date first observation,date last observation,degree of establishment,introduction pathway,remarks,native range,realm,source,abundance,threat status,host,date added,added by,verified by,Source_original
"Eudocimus albus (Linnaeus, 1758)",Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,species,ICZN,,BE,present,2004,2018,casual,escape,,America,freshwater,http://waarnemingen.be,,,,21/02/2019,Tim Adriaens,,unified
"Eudocimus ruber (Linnaeus, 1758)",Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,species,ICZN,,BE,present,,,,,"18 occ in GBIF in 2015, http://waarnemingen.be",South America,freshwater,,,,,22/02/2019,Cristina Preda & Tim Adriaens,,gbif/waarnemingen.be dataset
"Platalea alba Scopoli, 1786",Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,species,ICZN,,BE,present,,,,,,Africa,freshwater,,,,,22/02/2019,Cristina Preda & Tim Adriaens,,unified
"Plegadis ridgwayi (Allen, 1876)",Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Plegadis,species,ICZN,,BE,present,,,,,,,freshwater,,,,,22/02/2019,Cristina Preda & Tim Adriaens,,unified
"Theristicus melanopis (Gmelin, 1789)",Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Theristicus,species,ICZN,,BE,present,,,,,248 occurrences in GBIF between 1988 and 2016; http://waarnemingen.be,South America,terrestrial,,,,,22/02/2019,Cristina Preda & Tim Adriaens,,gbif/waarnemingen.be dataset
"Threskiornis aethiopicus (Latham, 1790)",Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Threskiornis,species,ICZN,Flanders,BE,present,1989,2019,casual,escape,,Africa | Middle East,freshwater,,,,,22/02/2019,Cristina Preda & Tim Adriaens,,unified
"Threskiornis spinicollis (Jameson, 1835)",Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Threskiornis,species,ICZN,Flanders,BE,present,2008,2018,casual,escape,,Australia,freshwater,http://waarnemingen.be,,,,21/02/2019,Tim Adriaens,,unified
"Geronticus eremita (Linnaeus, 1758)",Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Threskiornis,species,ICZN,,BE,present,,,,,"occurrences in 2003 and 2013 in http://observations.be, EN in IUCN red list",Africa,terrestrial,,,,,22/02/2019,Cristina Preda & Tim Adriaens,,http://observations.be Natagora
"Phoeniconaias minor (É.Geoffroy Saint-Hilaire, 1798)",Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoeniconaias,species,ICZN,,BE,present,,,,,,Africa,terrestrial,,,,,22/02/2019,Cristina Preda & Tim Adriaens,,unified
"Phoenicopterus chilensis Molina, 1782",Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,species,ICZN,,BE,present,,,,,,South America,terrestrial,,,,,22/02/2019,Cristina Preda & Tim Adriaens,,unified
"Phoenicopterus roseus Pallas, 1811",Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,species,ICZN,,BE,present,,,,,,Africa | Southern Asia | Southern Europe | Western Asia,terrestrial,,,,,22/02/2019,Cristina Preda & Tim Adriaens,,unified
Phoenicopterus ruber,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,species,ICZN,,BE,present,,,,,,Central America | South America,terrestrial,,,,,22/02/2019,Cristina Preda & Tim Adriaens,,unified
"Agapornis canus (Gmelin, 1788)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,species,ICZN,Flanders,BE,present,1985,1985,released,escape,,Madagascar,terrestrial,GBIF Occurrence Download https://doi.org/10.15468/dl.ltslq6,,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,unified
Agapornis fischeri,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,species,ICZN,Flanders,BE,present,2009,2016,released,escape,"3 occurrences in GBIF, 2014 and 2016; http://waarnemingen.be",Tanzania,terrestrial,GBIF Occurrence Download https://doi.org/10.15468/dl.btde22,,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,unified
"Agapornis roseicollis (Stanley, 1814)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,species,ICZN,Flanders,BE,present,1983,2016,released,escape,,Southwestern Africa,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,unified
"Agapornis personatus Reichenow, 1887",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,species,ICZN,Flanders,BE,present,2014,2016,released,escape,"occurrences in 2014, 2016, 2018; http://observations.be",Africa,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,http://observations.be Natagora
"Amazona amazonica (Linnaeus, 1766)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,species,ICZN,Flanders,BE,present,2002,2015,released,escape,,South America,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,unified
"Amazona ochrocephala (Gmelin, 1788)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,species,ICZN,Flanders,BE,present,2007,2007,released,escape,,South America | Panama,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,unified
"Ara ararauna (Linnaeus, 1758)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,species,ICZN,Flanders,BE,present,2007,2014,released,escape,,South America | Central America,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,unified
"Ara macao (Linnaeus, 1758)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,species,ICZN,Flanders,BE,present,2002,2002,released,escape,,South America | Central America,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,unified
"Cacatua roseicapilla Vieillot, 1817",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,species,ICZN,Flanders,BE,present,2016,2016,released,escape,"8 occurrences in GBIF in 2016, http://waarnemingen.be",Australia,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,gbif/waarnemingen.be dataset
"Cyanoramphus novaezelandiae (Sparrman, 1787)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,species,ICZN,Flanders,BE,present,2013,2014,released,escape,,,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,unified
"Melopsittacus undulatus (Shaw, 1805)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus,species,ICZN,Flanders,BE,present,1975,2016,released,escape,,,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,unified
"Myiopsitta monachus (Boddaert, 1783)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Myiopsitta,species,ICZN,Brussels,BE,present,1979,2019,established,escape,,South America,terrestrial,"Weiserbs A. 2010. Espèces invasives: le cas des Psittacidés en Belgique. Incidences, évaluation des risques et éventail de mesures. Aves 47(1):21-35.",frequent,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,unified
"Nandayus nenday (Vieillot, 1823)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nandayus,species,ICZN,Flanders,BE,present,2013,2013,released,escape,"1 occurrence in 2013 in GBIF, unverified; http://waarnemingen.be",South America,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,gbif/waarnemingen.be dataset
"Nymphicus hollandicus (Kerr, 1792)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nymphicus,species,ICZN,Flanders,BE,present,1975,2016,released,escape,,,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,unified
"Platycercus elegans (Gmelin, 1788)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,species,ICZN,Flanders,BE,present,2009,2016,released,escape,,,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,unified
"Platycercus eximius (Shaw, 1792)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,species,ICZN,Flanders,BE,present,2009,2016,released,escape,,,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,unified
"Platycercus icterotis (Temminck & Kuhl, 1820)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,species,ICZN,Flanders,BE,present,2015,2015,released,escape,"3 occurrences in GBIF, 2015, http://waarnemingen.be",Australia,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,gbif/waarnemingen.be dataset
"Platycercus adscitus (Latham, 1790)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,species,ICZN,Wallonia,BE,present,2012,2012,released,escape,"occurrences in 2012, http://observations.be",Australia,terrestrial,http://observations.be,,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,http://observations.be Natagora
"Poicephalus senegalus (Linnaeus, 1766)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,species,ICZN,Brussels,BE,present,1989,2016,released,escape,,,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,unified
"Poicephalus senegalus (Linnaeus, 1766)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,species,ICZN,Flanders,BE,present,1989,2016,released,escape,,,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,unified
"Poicephalus cryptoxanthus (W.Peters, 1854)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,species,ICZN,Flanders,BE,present,2001,2001,released,escape,"1 occurrence in GBIF, 2001, http://waarnemingen.be",Africa,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,gbif/waarnemingen.be dataset
"Psephotus haematonotus (Gould, 1838)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus,species,ICZN,Flanders,BE,present,2004,2016,released,escape,,,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,unified
"Psittacula alexandri (Linnaeus, 1758)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,species,ICZN,Flanders,BE,present,2014,2016,released,escape,"9 occurrences in GBIF, 2014-2016",Southern Asia | Eastern Asia | Southeastern Asia,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,gbif/waarnemingen.be dataset
"Psittacula cyanocephala (Linnaeus, 1766)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,species,ICZN,Flanders,BE,present,2008,2014,released,escape,"2 occurrences in GBIF, 2008 and 2014, waarnemingem.be",Southern Asia,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,gbif/waarnemingen.be dataset
"Psittacula derbiana (Fraser, 1852)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,species,ICZN,Flanders,BE,present,2016,2016,released,escape,"1 occurrence in GBIF in 2016 unverified, http://waarnemingen.be",China | India,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,gbif/waarnemingen.be dataset
"Psittacula eupatria (Linnaeus, 1766)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,species,ICZN,Brussels,BE,present,1998,2019,colonizing,escape,,Southern Asia | Southeastern Asia,terrestrial,"Weiserbs A. 2010. Espèces invasives : le cas des Psittacidés en Belgique. Incidences, évaluation des risques et éventail de mesures. Aves 47(1):21-35.",,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,unified
"Psittacula krameri (Scopoli, 1769)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,species,ICZN,Flanders,BE,present,1966,1967,reproducing,escape,"Report of a succesful breeding pair in Tervuren, but not seen anymore aftwerwards (this was not the start of the Belgian parakeet population). Not sure whether the label 'reproducing' is correct - should in face be 'failed' or 'extinct' for this population.",Southern Asia | Western Africa | Eastern Africa | Middle Africa,terrestrial,"de Schaetzen, R (1991) Halsbandparkieten broeden te Brussel. Mens en Vogel: 59-61",,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,unified
"Psittacula krameri (Scopoli, 1769)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,species,ICZN,Brussels,BE,present,1974,2019,invasive,release,The current population stems from 40 to 45 birds that were intentionally released by the Meli zoo in 1974,Southern Asia | Western Africa | Eastern Africa | Middle Africa,terrestrial,"Weiserbs A. 2010. Espèces invasives : le cas des Psittacidés en Belgique. Incidences, évaluation des risques et éventail de mesures. Aves 47(1):21-35.",,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,unified
"Psittacus erithacus Linnaeus, 1758",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacus,species,ICZN,Flanders,BE,present,1993,2006,released,escape,,,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,unified
"Trichoglossus haematodus (Linnaeus, 1771)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,species,ICZN,Flanders,BE,present,2015,2016,released,escape,"2 occurrences in GBIF, 2015 and 2016 and another 2 occurrences for T. haematodus moluccanus, in 2015 and 2016; http://waarnemingen.be ;",Southeastern Asia,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,gbif/waarnemingen.be dataset
"Polytelis swainsonii (Desmarest, 1826)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Polytelis,species,ICZN,Wallonia,BE,present,2017,2018,released,escape,"occurrences in 2017 and 2018, http://observations.be",Australia,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,http://observations.be Natagora
"Polytelis anthopeplus (Lear, 1831)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Polytelis,species,ICZN,Wallonia,BE,present,2018,2018,released,escape,"1 occurrence in 2018, http://observations.be",Australia,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,http://observations.be Natagora
"Eclectus roratus (Statius Muller, 1776)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eclectus,species,ICZN,Flanders,BE,present,2010,2014,released,escape,"occurrences in 2014, http://observations.be",Southeastern Asia | Australia,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,http://observations.be Natagora
"Pyrrhura perlata (von Spix, 1824)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,species,ICZN,Wallonia,BE,present,2017,2017,captive,escape,"1 occurrence in 2017, http://observations.be; VU in IUCN red list",South America,terrestrial,GBIF (data download not possible on 21/02/2019 - gbif download error),,,,21/02/2019,Cristina Preda & Tim Adriaens,Diederik Strubbe,http://observations.be Natagora
"Bubo virginianus (Gmelin, 1788)",Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,species,ICZN,,BE,present,,,,,"3 occurrences in GBIF, one in 2007 and two in 2015; http://waarnemingen.be",Nearctic | Neotropic,terrestrial,,,,,22/02/2019,Cristina Preda & Tim Adriaens,,gbif/waarnemingen.be dataset
"Ninox connivens (Latham, 1802)",Animalia,Chordata,Aves,Strigiformes,Strigidae,Ninox,species,ICZN,,BE,present,,,,,,,terrestrial,,,,,22/02/2019,Cristina Preda & Tim Adriaens,,unified
"Rhea americana (Linnaeus, 1758)",Animalia,Chordata,Aves,Struthioniformes,Rheidae,Rhea,species,ICZN,,BE,present,,,,escape,"4 occurrences on http://observations.be, 2018 and 2019;",South America,terrestrial,,,,,22/02/2019,Cristina Preda & Tim Adriaens,,http://observations.be Natagora
"Phalacrocorax auritus (Lesson, 1831)",Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,species,ICZN,,BE,present,,,,,,North America | Central America,freshwater,,,,,22/02/2019,Cristina Preda & Tim Adriaens,,unified
